ざあざあ,ざあざあ,zaazaa,pouring,雨がざあざあ降っている。,It's pouring.
再来月,さらいげつ,saraigetsu,the month after next,再来月まで予約でいっぱいです。,We're fully booked until the month after the next.
泊める,とめる,tomeru,let (someone) stay over,友達をうちに泊めてあげました。,I let my friend stay over at my house.
叱る,しかる,shikaru,"scold, reprimand",父親が子供を叱っている。,The father is scolding his child.
騒ぐ,さわぐ,sawagu,"make a noise, make a racket",電車の中で騒がないでください。,Please don't make a racket in the train.
車道,しゃどう,shadou,"road, roadway (for cars)",車道の工事が始まりました。,The road construction has started.
掃除機,そうじき,soujiki,vacuum cleaner,掃除機が壊れた。,The vacuum cleaner broke.
剃る,そる,soru,shave,父は毎日髭を剃ります。,My father shaves every day.
貼る,はる,haru,"stick, paste, put",机にシールを貼った。,I put a sticker on the desk.
台,だい,dai,"stand, table",そこにちょうど良い台がある。,We have a perfect table there.
主に,おもに,omoni,"mostly, predominantly",この商品は主に女性に人気がありまして。,This product is predominantly popular among women.
倒す,たおす,taosu,"knock down, overthrow",そのスキーヤーはポールを倒した。,The skier knocked the pole down.
星,ほし,hoshi,"star, planet",今夜は星がよく見えます。,You can see the stars clearly tonight.
長女,ちょうじょ,choujo,eldest daughter,うちの長女は１０歳です。,Our oldest daughter is ten.
爪,つめ,tsume,"nail, claw",爪が伸びています。,My nails have grown.
缶,かん,kan,"can, tin",コーヒーはその缶に入っています。,The coffee is in that can.
とんとん,とんとん,tonton,"tapping, patting",母の肩をとんとんたたいた。,I gave my mother a massage by patting on her shoulders.
袖,そで,sode,sleeve,このシャツは袖が短い。,This shirt has short sleeves.
濡れる,ぬれる,nureru,get wet,雨で濡れてしまった。,I got wet in the rain.
パーセント,ぱーせんと,pa-sento,percent,この村の８０パーセントは老人です。,80 percent of the people in this village are elderly.
拍手,はくしゅ,hakushu,"applause, clapping",大きな拍手が上がった。,There was a big round of applause.
弾く,ひく,hiku,play (instruments),彼はギターを弾きます。,He plays the guitar.
ひも,ひも,himo,"laces, string",靴のひもが切れた。,The shoelace has fallen apart.
昼過ぎ,ひるすぎ,hirusugi,early afternoon,今日は昼過ぎまで寝ていた。,Today I slept until after midday.
船,ふね,fune,"ship, vessel",私たちは船に乗った。,We got on the ship.
まく,まく,maku,"scatter, sprinkle",日本では、二月に豆をまく行事がある。,"In Japan, there's a bean throwing festival in February."
姪,めい,mei,niece,私の姪は３才です。,My niece is three years old.
個人,こじん,kojin,individual person,これは私個人の意見です。,This is my personal opinion.
歌手,かしゅ,kashu,singer,その歌手は歌が下手だ。,That singer's terrible.
社員,しゃいん,shain,"staff member, employee",彼は優秀な社員です。,He's an excellent employee.
不動産屋,ふどうさんや,fudousan'ya,real estate agent,私の父は不動産屋です。,My father's a real estate agent.
最大,さいだい,saidai,"biggest, largest",これは世界最大の船です。,This is the world's largest ship.
動き,うごき,ugoki,"movement, motion",まず相手の動きを見ましょう。,"First, watch your opponent's moves."
事件,じけん,jiken,"affair, incident",その事件の犯人はまだ捕まっていない。,The perpetrator of the incident has not been arrested yet.
過去,かこ,kako,the past,それは過去の話だ。,That's in the past now.
協力,きょうりょく,kyouryoku,"cooperation, collaboration",このプロジェクトにはみんなの協力が必要です。,This project requires everyone's cooperation.
時期,じき,jiki,"time, season",今はあなたにとって大事な時期です。,It's an important time for you now.
経つ,たつ,tatsu,"pass, elapse",あれから１４年が経ちました。,14 years have passed since then.
雷,かみなり,kaminari,"thunder, lightning",雷が鳴っています。,Thunder is rumbling.
責任,せきにん,sekinin,responsibility,彼は失敗の責任を取って、会社を辞めた。,He took responsibility for the mistake and left the company.
願う,ねがう,negau,"wish, desire",彼が元気になるよう願っています。,I wish he gets well.
発見,はっけん,hakken,"discovery, revelation",新しい星が発見された。,A new star was discovered.
気,き,ki,"spirit, temperament",彼は意外に気が小さい。,I'm surprised to find that he is actually timid.
美容院,びよういん,biyouin,hair salon,父は美容院で髪を切ります。,My father has his hair cut at a hair salon.
状況,じょうきょう,joukyou,"situation, surrounding conditions",この状況では出発は難しいです。,It's difficult to depart under these surrounding conditions.
目的,もくてき,mokuteki,"objective, purpose",彼が来た目的が分かりません。,I don't know the purpose of his visit.
企業,きぎょう,kigyou,"corporation, business",彼女はアメリカの企業で働いています。,She works at an American company.
釣り,つり,tsuri,fishing,父は釣りが大好きです。,My father loves fishing.
漫画,まんが,manga,"comics, cartoon",妹は漫画が好きです。,My little sister likes comics.
温泉,おんせん,onsen,hot spring,ここの温泉はよく効くそうです。,I hear this hot spring is very effective.
トレーニング,とれーにんぐ,tore-ningu,"training, workout",彼は毎日トレーニングをするの。,He works out every day.
噂,うわさ,uwasa,"gossip, rumor",その噂は本当ですか。,Is the rumor true?
本物,ほんもの,honmono,"real, truly worthy (things, people)",これは本物のダイヤモンドです。,This is a real diamond.
アイデア,あいであ,aidea,idea,彼がいいアイデアを出したね。,He came up with a good idea.
地下,ちか,chika,underground,スタジオは地下にあります。,The studio is in the basement.
マーケット,まーけっと,ma-ketto,market,彼はイタリアのマーケットを開拓しました。,He has explored the Italian market.
スケジュール,すけじゅーる,sukeju-ru,schedule (loan word),スケジュールの調整は君に任せるわ。,I'll let you coordinate my schedule.
出張,しゅっちょう,shucchou,business trip,部長は京都に出張中です。,The manager is on a business trip to Kyoto.
コック,こっく,kokku,"cook, chef",彼は腕のいいコックです。,He is a good cook.
正午,しょうご,shougo,noon,昼休みは正午からです。,The lunch break is from noon.
ブラシ,ぶらし,burashi,brush,犬の毛をブラシでとかしてやったの。,I brushed the dog's hair with a brush.
書き取る,かきとる,kakitoru,"write down, note down",話のポイントを書き取った。,I wrote down the main points of the speech.
歓迎,かんげい,kangei,"welcome, greet",温かい歓迎を受けました。,I received a warm welcome.
開発,かいはつ,kaihatsu,development,ダムの開発に住民は反対しています。,The residents are against the dam development.
郵便屋さん,ゆうびんやさん,yuubin'yasan,mail carrier,郵便屋さんはもう来ましたか。,Has the mail carrier already come?
会長,かいちょう,kaichou,"president, chairperson",始めに会長が挨拶した。,First was the president's greeting.
灰,はい,hai,ashes,火事ですべて灰になった。,Everything turned into ashes in the fire.
骨,ほね,hone,bone,彼は足の骨を折りました。,He broke a bone in his foot.
風呂屋,ふろや,furoya,"bathhouse, public bath",昨日、友達とお風呂屋さんに行った。,I went to a bathhouse with my friend yesterday.
細か,こまか,komaka,"small, fine, detailed",それは細かな問題です。,That's a small but complex issue.
人々,ひとびと,hitobito,people,あの村の人々はとても親切です。,People in that village are very kind.
寺,てら,tera,temple,あそこに古いお寺があります。,There's an old temple there.
鶏,にわとり,niwatori,"rooster, hen",その鶏は毎朝鳴きます。,The rooster crows every morning.
港,みなと,minato,"port, harbor",港に船が着きました。,The ship arrived at the port.
移る,うつる,utsuru,"move, shift",彼女は新しい会社に移った。,She moved to a new company.
異なる,ことなる,kotonaru,differ,彼と私はいつも意見が異なる。,He and I always have different opinions.
提供,ていきょう,teikyou,"offer, provide",彼がパーティー会場を提供してくれました。,He offered us a venue for the party.
市民,しみん,shimin,citizens,市民の安全は大切だ。,Safety of citizens is important.
患者,かんじゃ,kanja,patient,患者は眠っています。,The patient is sleeping.
元旦,がんたん,gantan,"morning of the January 1st, New Year's Day",元旦に彼から年賀状がきた。,I got a New Year's card from him in the morning of January 1.
柔らかい,やわらかい,yawarakai,"soft, gentle",柔らかい日差しが気持ちいいね。,Soft sunlight feels pleasant.
似合う,にあう,niau,"suit, match well",彼女は着物がよく似合います。,Kimono suits her well.
確かめる,たしかめる,tashikameru,"check, confirm",母はお釣りを確かめたの。,My mother checked the change.
背中,せなか,senaka,(one's) back,背中がかゆい。,My back itches.
肌,はだ,hada,"human skin, surface",彼女は肌がとても白いですね。,Her skin is very white.
順番,じゅんばん,junban,"order, turn",これを順番通りに並べ替えてください。,Please rearrange these in order.
まとも,まとも,matomo,"sane, reasonable",彼の考え方はまともではない。,His way of thinking is insane.
ぴったり,ぴったり,pittari,"exactly right, perfect",この服はあなたにぴったりですね。,These clothes suit you perfectly.
思わず,おもわず,omowazu,"unintentionally, unconsciously",嬉しくて思わず涙が出ました。,I was so happy that I burst into tears.
より,より,yori,"even more ~, even less ~",これから、より一層努力します。,I'll work much harder from now on.
もったいない,もったいない,mottainai,"wasteful, a shame",食べ物を残してはもったいないわよ。,It's wasteful to leave food.
情報,じょうほう,jouhou,information,学生たちはインターネットでいろいろな情報を集めた。,The students collected all kinds of information on the Internet.
諦める,あきらめる,akirameru,"abandon, give up",彼は留学の夢を諦めていないよ。,He hasn't given up on his dream of studying abroad.
懐かしい,なつかしい,natsukashii,"fondly-remembered, long-forgotten",ここは私にとって懐かしい場所です。,I have a fond memory of this place.
怪しい,あやしい,ayashii,"suspicious, dubious",その男の行動は怪しかったわ。,That man's behavior was suspicious.
示す,しめす,shimesu,"show, indicate",彼は新製品に興味を示している。,He's showing interest in the new product.
たっぷり,たっぷり,tappuri,"fully, amply",たっぷりとマッサージしてもらいました。,I got a full massage.
早速,さっそく,sassoku,"immediately, right away",では早速書類をお送りします。,I will send the documents immediately.
偶然,ぐうぜん,guuzen,"by chance, coincidence",街で偶然友人に会いました。,I ran into a friend of mine in the town.
続き,つづき,tsuzuki,"continuation, sequel",話の続きは電話でしましょう。,Let's continue this conversation on the phone.
合計,ごうけい,goukei,"sum, total",合計金額を計算してください。,Please calculate the total amount of money.
傷,きず,kizu,"wound, scar",足の傷が痛みます。,The wound in my foot hurts.
面倒,めんどう,mendou,"troublesome, difficult",会社で面倒なことが起こったの。,There was some trouble at the office.
具合,ぐあい,guai,"condition, health",今日は体の具合が悪いです。,I'm not feeling well today.
中止,ちゅうし,chuushi,"suspension, cancellation",雨で運動会が中止になったの。,The sports day has been canceled due to the rain.
手続き,てつづき,tetsuzuki,"procedure, proceeding",入国手続きが終わりました。,The immigration procedures are finished.
結果,けっか,kekka,"result, outcome",試合の結果を早く知りたい。,I want to know the results of the game soon.
建設,けんせつ,kensetsu,"construction (of a building, road, bridge, etc.)",新しいビルの建設が始まった。,Construction began on the new building.
販売,はんばい,hanbai,"sale, selling",前売券は窓口で販売しています。,Advance tickets are sold at the ticket window.
機能,きのう,kinou,"function, feature",このソフトにはいろいろな機能があります。,This software has a variety of features.
頃,ころ,koro,"time, the time when ~",子供の頃、よくその公園で遊んだ。,I often played in that park when I was a kid.
日中,にっちゅう,nicchuu,during the day,日中はずっと海で泳いでいました。,I swam in the sea all day long.
今後,こんご,kongo,"in the future, from now on",今後ともよろしくお願いします。,I look forward to working with you in the future.
影響,えいきょう,eikyou,"influence, effect",私は彼から大きな影響を受けました。,I was deeply influenced by him.
分野,ぶんや,bun'ya,"field, area",音楽は彼の得意な分野です。,Music is his field of specialty.
関する,かんする,kansuru,"relate to, regarding",その問題に関する記事を読みました。,I read an article regarding that problem.
状態,じょうたい,joutai,"state, condition",ここは道の状態がとても悪いです。,The road here is in a very bad condition.
価格,かかく,kakaku,"price, value",ガソリンの価格がどんどん上がっている。,The price of gasoline keeps going up fast.
姿,すがた,sugata,"figure, appearance",遠くに彼女の姿が見えた。,I saw her figure from a distance.
期待,きたい,kitai,"expectation, anticipation",みんな私たちに期待しています。,Everyone has high expectations of us.
除く,のぞく,nozoku,"remove, exclude",部長を除く全員が土曜日も働いた。,Everyone except for the director worked on Saturday.
一般,いっぱん,ippan,"general, common",一般の方はこちらの席へどうぞ。,General seating is over here.
表現,ひょうげん,hyougen,expression,彼は歌で自分の気持ちを表現した。,He expressed his feelings in a song.
完成,かんせい,kansei,"completion, finish making or building something",新しいホームページが完成した。,Our new home page is now complete.
変化,へんか,henka,"change, alteration",今年は変化の多い年でした。,There was a lot of change this year.
参加,さんか,sanka,participation,明日は市民マラソンに参加します。,I'll participate in the citizen marathon tomorrow.
土地,とち,tochi,land,ここは父の土地です。,This is my father's land.
検討,けんとう,kentou,examination and consideration,今日中にこの問題を検討してください。,Please examine and consider this problem by the end of the day.
開始,かいし,kaishi,beginning,運動会は９時開始です。,The sports festival begins at nine o'clock.
備える,そなえる,sonaeru,"provide for, prepare for",災害に備えて大量の水を買い込んだ。,I bought a large quantity of water to prepare for disasters.
内容,ないよう,naiyou,content,この本の内容を説明してください。,Please explain the content of this book.
与える,あたえる,ataeru,give (formal),そのニュースは彼に大きなショックを与えた。,The news gave him a great shock.
広がる,ひろがる,hirogaru,"spread out, extend",留学してから私の世界が広がった。,My world expanded after studying abroad.
事実,じじつ,jijitsu,"fact, truth",それは全て事実ですか。,Is it all true?
決定,けってい,kettei,decision,会議で重要な決定がありました。,An important decision was made at the meeting.
住宅,じゅうたく,juutaku,"housing, residence",ここは静かな住宅地だ。,This is a quiet residential area.
代表,だいひょう,daihyou,representative,彼がクラスの代表だ。,He's the class representative.
命令,めいれい,meirei,"command, order",彼女は命令に従わなかった。,She did not obey the orders.
立場,たちば,tachiba,"standpoint, position",彼女は自分の立場を分かっていない。,She doesn't understand her position.
なお,なお,nao,"still, in addition",なお、雨の場合は中止です。,"Moreover, it will be canceled in the event of rain."
計算,けいさん,keisan,calculation,その計算は間違っている。,That calculation is wrong.
可能,かのう,kanou,"possible, potential",２０キロのダイエットは可能だと思いますか。,Do you think it's possible to go on a twenty kilogram diet?
報告,ほうこく,houkoku,report,昨日の会議について報告があります。,There's a report about yesterday's meeting.
都市,とし,toshi,"city, town",東京は日本一大きな都市です。,Tokyo is the largest city in Japan.
政治,せいじ,seiji,politics,私は政治に関心がある。,I'm interested in politics.
競争,きょうそう,kyousou,competition,２社は互いに競争している。,The two companies are competing with each other.
原因,げんいん,genin,"cause, origin",この事故の原因は何ですか。,What's the cause of this accident?
活動,かつどう,katsudou,activity,彼は地域の活動に参加した。,He took part in local activities.
歴史,れきし,rekishi,history,私は歴史に興味があります。,I'm interested in history.
サイト,さいと,saito,website,新しいゲームサイトに登録した。,I signed up for a new game site.
土産,みやげ,miyage,souvenir (plain),土産に日本酒をもらった。,I got sake as a souvenir.
現金,げんきん,genkin,cash,代金は現金でお願いします。,Please pay in cash.
虫,むし,mushi,"insect, bug",庭で秋の虫が鳴いているね。,Autumn insects are chirping in the garden.
寄る,よる,yoru,"stop by, stop off",帰りに叔母の家に寄ります。,I'll drop in at my aunt's house on the way home.
田舎,いなか,inaka,"hometown, countryside",私は毎年夏に田舎に帰ります。,I go back to my hometown every summer.
帰宅,きたく,kitaku,"return home, come home",夜の１１時に帰宅しました。,I came home at 11 o'clock in the evening.
重大,じゅうだい,juudai,"important, serious",重大な発表があります。,I have an important announcement.
マイナス,まいなす,mainasu,"minus, below zero",外の温度はマイナス３度です。,The temperature outside is minus three degrees.
稼ぐ,かせぐ,kasegu,"earn, make money",彼はお金をだいぶ稼いだらしいよ。,I hear he made a lot of money.
左右,さゆう,sayuu,right and left,左右を見てから横断歩道を渡りなさい。,Look left and right before crossing the crosswalk.
痛み,いたみ,itami,"pain, ache",背中に痛みがあります。,I have a pain in my back.
誤解,ごかい,gokai,misunderstanding,私の気持ちを誤解しているんじゃない！,"You misunderstand my feelings, don't you?"
文句,もんく,monku,"complaint, grumble",彼女はいつも文句ばかり言う。,She does nothing but complain.
欧米,おうべい,oubei,Europe and America,その会社は欧米に進出しているよね。,The company has expanded into Europe and America.
面接,めんせつ,mensetsu,interview,新しい仕事の面接に行ってきました。,I had a interview for my new job.
サイン,さいん,sain,"signature, autograph",ここにサインしてください。,Please sign here.
年中,ねんじゅう,nenjuu,all year,叔母は年中旅行しています。,My aunt travels all year round.
機嫌,きげん,kigen,"mood, health",彼女は大変機嫌がいいね。,She is in a very good mood.
居間,いま,ima,living room,父は居間でテレビを見ている。,My father is watching TV in the living room.
度々,たびたび,tabitabi,often,彼から度々メールがきます。,I often get emails from him.
例文,れいぶん,reibun,example sentence,例文を３つ作ってください。,Please write three example sentences.
怠ける,なまける,namakeru,"be lazy, slack off",怠けていないで、手伝って。,Stop slacking and help me!
転勤,てんきん,tenkin,"change of job location, relocation",彼は大阪に転勤しました。,He was transferred to Osaka.
政府,せいふ,seifu,"government, administration",そのデモについて政府は何もしなかった。,The government didn't do anything about the demonstration.
所有,しょゆう,shoyuu,"ownership, own",彼は車を３台所有している。,He owns three cars.
いずれ,いずれ,izure,"sometime later, eventually",いずれまたお会いしましょう。,Let's meet again sometime.
対する,たいする,taisuru,"face, be in response to",その質問に対する答えが見つからなかった。,I couldn't find an answer to the question.
教会,きょうかい,kyoukai,church,私たちは教会で結婚式をしました。,We had our wedding in a church.
ご存知,ごぞんじ,gozonji,know (honorific),彼の名前をご存知ですか。,Do you know his name?
雀,すずめ,suzume,sparrow,朝は雀の声で目が覚めます。,I wake up to the sound of sparrows in the morning.
適当,てきとう,tekitou,"proper, adequate",その質問の適当な答えが見つかりません。,I can't find a proper answer to the question.
残り,のこり,nokori,"rest, leftover",仕事の残りは家でします。,I'll do the rest of the work at home.
戻す,もどす,modosu,put (something) back,話を戻しましょう。,Let's get back to what we were talking about.
体重,たいじゅう,taijuu,body weight,私は毎朝体重を測っています。,I weigh myself every morning.
どうせ,どうせ,douse,anyway,どうせ間に合わないならゆっくり行こう。,Let's go slowly as we won't make it on time anyway.
あれこれ,あれこれ,arekore,"this and that, one thing or another",服を買うのにあれこれ迷いました。,I couldn't decide what clothes to buy.
湖,みずうみ,mizuumi,lake,湖にボートが浮かんでいます。,A boat is floating in the lake.
とうとう,とうとう,toutou,"finally, in the end",とうとう引っ越しの日がきました。,"Finally, our moving day has come."
負け,まけ,make,"defeat, loss",この勝負はあなたの負けです。,You've lost this match.
悔しい,くやしい,kuyashii,"frustrating, regrettable",試合に負けてとても悔しい。,I'm so frustrated because we lost the game.
姉妹,しまい,shimai,sisters,うちは３人姉妹です。,We are three sisters.
助かる,たすかる,tasukaru,"be helped, be rescued",彼はシートベルトをしていたので助かったんだ。,He survived because he was wearing a seatbelt.
手前,てまえ,temae,in front,駅の手前に郵便局があります。,There's a post office before the station.
さっぱり,さっぱり,sappari,completely not,彼女の言っていることがさっぱり分からないの。,I completely don't understand what she says.
ついで,ついで,tsuide,"on the way, to take the opportunity",ついでだから彼も呼ぼうよ。,Let's use this chance to invite him too.
すっきり,すっきり,sukkiri,refreshed,よく眠ったら気分がすっきりした。,I felt refreshed after a good sleep.
とんでもない,とんでもない,tondemonai,"unthinkable, outrageous",仕事中に帰るなんてとんでもない。,It's unthinkable to go home in the middle of work.
坂,さか,saka,"slope, hill",この坂を上るのはすごくきついね。,Going up this slope is very hard.
飛び込む,とびこむ,tobikomu,"dive into, jump into",カエルが池に飛び込んだね。,A frog jumped into the pond.
コメント,こめんと,komento,comment,今日はユーザーからのコメントはなかった。,There was no comment from users today.
書き直す,かきなおす,kakinaosu,rewrite,この書類を書き直してください。,Please rewrite this document.
看護婦,かんごふ,kangofu,female nurse,母は看護婦です。,My mother's a nurse.
就職,しゅうしょく,shuushoku,"finding a job, getting a job",最近、若い人たちの就職が難しくなっています。,Young people find it harder to find jobs these days.
糸,いと,ito,"thread, yarn",母は糸を針に通した。,My mother threaded a needle.
売り場,うりば,uriba,"sales floor, department",くつ売り場はどこですか。,Where is the shoe department?
校長,こうちょう,kouchou,"principal, schoolmaster",あの人は高校の校長だ。,That person is a high school principal.
見学,けんがく,kengaku,field trip,今日、工場の見学に行きました。,We went on a field trip to a factory today.
進学,しんがく,shingaku,advance to higher education,彼女は来年、大学に進学する。,She'll enter college next year.
退院,たいいん,taiin,discharge from hospital,母が今日退院します。,My mother is being discharged from hospital today.
テント,てんと,tento,tent,みんなでテントを張りました。,We set up the tent together.
踊り,おどり,odori,"dance, dancing",この踊りは易しいですよ。,This dance is easy.
植える,うえる,ueru,"plant, sow",庭にバラを植えました。,I planted some roses in the garden.
幼稚園,ようちえん,youchien,kindergarten,娘は幼稚園に通っています。,My daughter goes to kindergarten.
エアメール,えあめーる,eame-ru,airmail (loanword),彼にエアメールを送りました。,I sent him a letter by airmail.
四季,しき,shiki,the four seasons,日本には四季がある。,We have four seasons in Japan.
ナイロン,ないろん,nairon,nylon,このジャケットはナイロンでできています。,This jacket is made of nylon.
消防車,しょうぼうしゃ,shoubousha,fire engine,消防車が４台も来た。,Four fire engines came.
ハンドバッグ,はんどばっぐ,handobaggu,handbag,ハンドバッグを忘れました。,I forgot my handbag.
農業,のうぎょう,nougyou,agriculture,私は農業を勉強しています。,I'm studying agriculture.
アイロン,あいろん,airon,iron (for clothes),彼女はシャツにアイロンをかけた。,She ironed the shirt.
ラッシュアワー,らっしゅあわー,rasshuawa-,rush hour,私はラッシュアワーの電車が嫌いです。,I hate rush hour trains.
速達,そくたつ,sokutatsu,"special delivery, express delivery",これを速達で送りたいのですが。,I want to send this by special delivery.
予習,よしゅう,yoshuu,"preparation, previewing (a lesson)",明日の予習をしましょう。,Let's prepare for tomorrow.
書留,かきとめ,kakitome,registered mail,これを書留で送りたいのですが。,I want to send this by registered mail.
深さ,ふかさ,fukasa,"depth, profundity",このプールの深さは２メートルです。,This pool is two meters deep.
ウィスキー,うぃすきー,wisuki-,whisky,このウィスキーは強いよ。,This whisky is strong.
シャープペンシル,しゃーぷぺんしる,sha-pupenshiru,mechanical pencil,私のシャープペンシルがありません。,My mechanical pencil is missing.
取引,とりひき,torihiki,"transaction, deal",私たちは中国の会社と取引しています。,We're dealing with a Chinese company.
設ける,もうける,moukeru,"set up, establish",授業の終わりに復習の時間を設けた。,I set aside time for review at the end of class.
一定,いってい,ittei,"fixed, certain",申し込むには一定の資格が要る。,You need certain qualifications to apply.
記者,きしゃ,kisha,"journalist, reporter",彼は新聞記者です。,He's a newspaper journalist.
基準,きじゅん,kijun,"standard, criterion",判断の基準が示された。,The standards of judgment have been outlined.
傾向,けいこう,keikou,"tendency, disposition",最近の若者は難しい本を読まない傾向がある。,Young people these days tend not to read difficult books.
契約,けいやく,keiyaku,"contract, agreement",その選手は新しいチームと契約した。,The player signed a contract with a new team.
産業,さんぎょう,sangyou,industry,日本の自動車産業は世界的に有名だ。,The Japanese auto industry is famous worldwide.
事情,じじょう,jijou,"circumstances, conditions",あなたの事情はよく分かりました。,I understand your situation well.
実行,じっこう,jikkou,"practice, execution",彼はその計画を実行した。,He executed the plan.
組織,そしき,soshiki,"organization, structure",彼はある組織のリーダーだ。,He's the leader of a certain organization.
逮捕,たいほ,taiho,"arrest, capture",逃げていた犯人が逮捕されました。,The runaway criminal has been arrested.
程度,ていど,teido,"degree, extent",この程度の怪我なら大丈夫です。,"With an injury of this degree, you're going to be fine."
同様,どうよう,douyou,"similar, the same as",私たちは彼を家族同様に思っている。,We think of him as part of our family.
要求,ようきゅう,youkyuu,"need, demand",彼は私の要求にこたえた。,He fulfilled my needs.
貿易,ぼうえき,boueki,(export and import) trade,父は貿易の仕事をしています。,My father works in the trading business.
輸出,ゆしゅつ,yushutsu,export,彼の会社は車を輸出しています。,His company exports cars.
商業,しょうぎょう,shougyou,"commerce, trade",この町では商業が盛んだ。,Commercial business is thriving in this city.
船便,ふなびん,funabin,"surface mail, shipping service",アメリカの友人から船便が届いた。,Something arrived by surface mail from my friend in America.
選挙,せんきょ,senkyo,election,彼は選挙に出るつもりだ。,He is going to run for election.
住民,じゅうみん,juumin,resident,地域の住民が集まって話合いをした。,The local residents got together and had a talk.
出席,しゅっせき,shusseki,"attendance, presence",午後は会議に出席します。,I'll attend a meeting in the afternoon.
発言,はつげん,hatsugen,"utterance, remark",会議で全員が発言した。,Everyone spoke at the meeting.
伴う,ともなう,tomonau,"accompany, entail",その仕事は危険を伴う。,The job entails danger.
採用,さいよう,saiyou,"employment, adoption",その会社は女性を多く採用している。,The company employs many women.
処理,しょり,shori,"handling, processing",事務的な処理に１週間かかります。,The administrative processing takes one week.
解決,かいけつ,kaiketsu,"solution, settlement",トラブルがやっと解決した。,The problem has finally been solved.
全国,ぜんこく,zenkoku,the whole country,次は全国のお天気です。,And now for the nation's weather.
作業,さぎょう,sagyou,"work, operation",作業するにはもっと広いスペースが必要だ。,I need a bigger space to work.
生産,せいさん,seisan,production,ボルドーはワインの生産で有名だ。,Bordeaux is famous for wine production.
管理,かんり,kanri,"management, administration",彼女が私のスケジュールを管理している。,She manages my schedule.
増加,ぞうか,zouka,"increase, rise",島の人口は年々増加しています。,The population of the island is increasing every year.
特徴,とくちょう,tokuchou,"distinctive feature, characteristic",この曲線がこの車の特徴です。,These curves are a unique feature of this car.
強調,きょうちょう,kyouchou,"emphasis, stress",彼は良いところだけを強調した。,He only emphasized good points.
制度,せいど,seido,system,来年から新しい制度が始まります。,A new system will start from next year.
株,かぶ,kabu,"stock, share",最近株を始めました。,I recently started investing in stocks.
加える,くわえる,kuwaeru,add (things of the same or different kinds),塩、コショウを加えてください。,Please add salt and pepper.
強化,きょうか,kyouka,strengthening,国は国語教育を強化しています。,The government is strengthening its native language education.
設計,せっけい,sekkei,"design, plan",兄は船の設計をしています。,My big brother is designing a ship.
段階,だんかい,dankai,"stage, phase",この段階では、決断するのはまだ早い。,"At this stage, it is still early to decide."
行う,おこなう,okonau,"do, carry out",その会社は来月、キャンペーンを行う。,The company is going to run a campaign next month.
経済,けいざい,keizai,"economy, economics",大学で経済を勉強しました。,I studied economics in college.
工場,こうじょう,koujou,"factory, plant",彼は食品工場で働いています。,He works at a food factory.
技術,ぎじゅつ,gijutsu,"skill, technology",彼は非常に高い技術を持っている。,He has very advanced skills.
施設,しせつ,shisetsu,"facilities, institution",そのホテルにはレジャー施設がたくさんある。,There are a lot of leisure facilities in the hotel.
神,かみ,kami,god (plain),彼は神を信じている。,He believes in God.
人口,じんこう,jinkou,population,その国の人口はどのくらいですか。,What's the population of the country?
党,とう,tou,"party, faction",党の代表が質問に答えました。,The party spokesman answered the question.
輸入,ゆにゅう,yunyuu,import,これはイタリアから輸入した服です。,These clothes are imported from Italy.
煮る,にる,niru,"simmer, cook",何から煮ようか。,What shall I cook first?
コンサート,こんさーと,konsa-to,concert,友達とジャズのコンサートに行きました。,I went to a jazz concert with my friend.
ガソリン,がそりん,gasorin,gasoline,車にガソリンを入れました。,I put gasoline in my car.
パンツ,ぱんつ,pantsu,"pants, trousers",彼女はスカートよりパンツが似合うね。,She looks better in pants than in a skirt.
そっくり,そっくり,sokkuri,almost identical,あの親子はそっくりだね。,That parent and child look identical.
名刺,めいし,meishi,"business card, calling card",私たちは名刺を交換しました。,We exchanged our business cards.
いちいち,いちいち,ichiichi,"every time, about everything",彼はいちいち私に指図する。,He always has to give me instructions on everything.
しつこい,しつこい,shitsukoi,persistent,しつこい迷惑メールに困っている。,I am having trouble with persistent junk mails.
喉,のど,nodo,throat,風邪をひいて喉が痛いです。,I have a cold and a sore throat.
身長,しんちょう,shinchou,"stature, height",身長はどれくらいありますか。,How tall are you?
何で,なんで,nande,"why, what for",彼女は何で来ないんだろう。,I wonder why she's not coming.
味噌,みそ,miso,soybean paste,きゅうりに味噌をつけて食べたんだ。,I put miso on the cucumber and ate it.
気の毒,きのどく,kinodoku,"pitiful, poor",彼らは気の毒な生活をしている。,They have a pitiful life.
そっと,そっと,sotto,"softly, gently",母親は娘の髪をそっとなでたの。,The mother gently smoothed her daughter's hair.
こっそり,こっそり,kossori,secretly,彼女はこっそりダイエットを始めたの。,She secretly started dieting.
うっかり,うっかり,ukkari,"carelessly, accidentally",大事なメールをうっかり消してしまった。,I accidentally deleted an important email.
わざと,わざと,wazato,on purpose,彼はわざと負けたように見えたな。,It looked like he lost on purpose.
がっかり,がっかり,gakkari,feel disappointed,成績が落ちてがっかりした。,I was disappointed because my grades fell.
ぼんやり,ぼんやり,bon'yari,"vacantly, absent-mindedly",彼は遠くをぼんやり見ていたの。,He was staring vacantly into the distance.
酢,す,su,vinegar,お酢を入れすぎて酸っぱい。,It's sour because I put in too much vinegar.
羨ましい,うらやましい,urayamashii,"envious, jealous",彼の才能は羨ましいほどだね。,I almost envy his talent.
